,0,1,2,3,4,5,6,7,8
0,1.0,4.518172085285187,-0.022356436122208834,-0.5695527642965317,-6.312371790409088,-0.5151454284787178,-1.7545646727085114,-2.6824431121349335,1.7840332090854645
1,1.0,4.511465847492218,0.002252008067443967,-0.5735317468643188,-6.265238046646118,-0.521978959441185,-1.7493603825569153,-2.67603799700737,1.7678913474082947
2,1.0,4.507644474506378,0.012438001576811075,-0.5754016637802124,-6.245188295841217,-0.5246992707252502,-1.7471037209033966,-2.672958016395569,1.7610121220350266
3,1.0,4.516075074672699,-0.08697105012834072,-0.5614502653479576,-6.428988456726074,-0.4962853342294693,-1.7644112557172775,-2.690311163663864,1.8242935240268707
4,1.0,4.509650945663452,0.005189859541133046,-0.5738103836774826,-6.259078741073608,-0.5228604972362518,-1.7488329857587814,-2.67518350481987,1.7661097049713135
5,1.0,4.496693789958954,0.04323223442770541,-0.5813694968819618,-6.187155306339264,-0.5324525758624077,-1.739840030670166,-2.6632420122623444,1.7396776229143143
6,1.0,4.491632103919983,0.048517275135964155,-0.5810256376862526,-6.174405157566071,-0.5342273861169815,-1.7389751076698303,-2.6615217328071594,1.7364951968193054
7,1.0,4.5184823870658875,-0.04055578634142876,-0.5659888237714767,-6.34537273645401,-0.510207436978817,-1.7577034831047058,-2.686208039522171,1.795906811952591
8,1.0,4.482953667640686,0.0658860350959003,-0.5837179571390152,-6.140320241451263,-0.5386583581566811,-1.7343894839286804,-2.6558489203453064,1.724134087562561
9,1.0,4.52027815580368,-0.035933221224695444,-0.5672798082232475,-6.33841747045517,-0.5114280320703983,-1.7570259720087051,-2.685403734445572,1.7929911315441132
10,1.0,4.52121365070343,-0.06534779351204634,-0.5631682202219963,-6.392175674438477,-0.5026337131857872,-1.7617915272712708,-2.690100371837616,1.811284065246582
11,1.0,4.517608225345612,-0.019444003235548735,-0.5699198618531227,-6.306988418102264,-0.515955775976181,-1.753954529762268,-2.6818130910396576,1.7822538018226624
12,1.0,4.515314519405365,-0.02036961168050766,-0.5689341127872467,-6.306883454322815,-0.5159493833780289,-1.754243165254593,-2.681937724351883,1.7830269038677216
13,1.0,4.522783637046814,-0.05230947118252516,-0.5652058646082878,-6.369193613529205,-0.5064866319298744,-1.759617269039154,-2.688633441925049,1.8030454516410828
14,1.0,4.514678239822388,-0.08704168908298016,-0.5613266602158546,-6.428326070308685,-0.49626239389181137,-1.7643475979566574,-2.6901579201221466,1.8243786543607712
15,1.0,4.486163377761841,0.051005175802856684,-0.5796734690666199,-6.165859758853912,-0.5357299223542213,-1.7384017258882523,-2.660872220993042,1.7352750450372696
16,1.0,4.517439484596252,-0.015320323873311281,-0.5709680169820786,-6.2996745109558105,-0.5170124545693398,-1.753082498908043,-2.68082332611084,1.7794601619243622
17,1.0,4.506974518299103,0.00979845249094069,-0.5740669965744019,-6.249037265777588,-0.5242845341563225,-1.7478813380002975,-2.6738407015800476,1.7628899961709976
18,1.0,4.51770693063736,-0.017356971744447947,-0.5704771876335144,-6.3034743666648865,-0.5165366679430008,-1.7534575909376144,-2.681384891271591,1.7808057963848114
19,1.0,4.51784086227417,-0.012444108258932829,-0.5717321783304214,-6.294991075992584,-0.5177316293120384,-1.7524752020835876,-2.680144190788269,1.7774577140808105
20,1.0,4.519029259681702,-0.022582718636840582,-0.5697445049881935,-6.313621878623962,-0.5149991288781166,-1.7546314001083374,-2.682669848203659,1.7842282801866531
21,1.0,4.512780964374542,-0.006393981631845236,-0.571676641702652,-6.280775308609009,-0.5197365060448647,-1.7512478828430176,-2.6784543991088867,1.7736587226390839
22,1.0,4.5034372210502625,0.013313452480360866,-0.5739067271351814,-6.24022376537323,-0.5255295932292938,-1.7472001910209656,-2.672549247741699,1.7607027739286423
23,1.0,4.514802098274231,-0.009468690492212772,-0.5715686604380608,-6.287481427192688,-0.5188147127628326,-1.7520456612110138,-2.679374396800995,1.775768369436264
24,1.0,4.509286344051361,0.007991591701284051,-0.5745693370699883,-6.254198908805847,-0.5235559344291687,-1.7481273114681244,-2.6744605898857117,1.7640665173530579
25,1.0,4.515703499317169,-0.02657164679840207,-0.5677246227860451,-6.318136394023895,-0.5143237188458443,-1.7552994042634964,-2.6834039092063904,1.7870505452156067
26,1.0,4.492351174354553,0.038788792910054326,-0.5779561176896095,-6.190269351005554,-0.5323746651411057,-1.7412958145141602,-2.664773255586624,1.7435693591833115
27,1.0,4.511273622512817,-0.004050026647746563,-0.571713000535965,-6.27574497461319,-0.5206250622868538,-1.7509977668523788,-2.677732467651367,1.772404044866562
28,1.0,4.515039443969727,-0.01728335442021489,-0.5699014589190483,-6.301326513290405,-0.5168015733361244,-1.753432035446167,-2.6810616552829742,1.7809743583202362
29,1.0,4.517096042633057,-0.008466845843940973,-0.5725917294621468,-6.287867248058319,-0.5188657641410828,-1.7515307366847992,-2.678968995809555,1.7747731506824493
30,1.0,4.51702207326889,-0.008953727781772614,-0.5724451020359993,-6.288484275341034,-0.5187543854117393,-1.7516932934522629,-2.679084300994873,1.7751424312591553
31,1.0,4.518130421638489,-0.023988233879208565,-0.5691467225551605,-6.315434277057648,-0.514639362692833,-1.754813313484192,-2.683018684387207,1.7852238863706589
32,1.0,4.508965075016022,0.0033568108920007944,-0.5730532184243202,-6.261389911174774,-0.5224914848804474,-1.7494686543941498,-2.675602465867996,1.7673532962799072
33,1.0,4.50770366191864,0.00783511740155518,-0.5738181173801422,-6.253121435642242,-0.5237119570374489,-1.7482731342315674,-2.6743988394737244,1.7643071115016937
34,1.0,4.510730803012848,-0.0027331907767802477,-0.5719230324029922,-6.273171126842499,-0.5208960101008415,-1.750609576702118,-2.6774191856384277,1.7714244574308395
35,1.0,4.513058841228485,-0.011817303951829672,-0.5701841413974762,-6.2906758189201355,-0.5184268057346344,-1.7525933980941772,-2.6797235906124115,1.7775267213582993
36,1.0,4.5064404010772705,0.0054242489859461784,-0.5725807398557663,-6.256196737289429,-0.5232614353299141,-1.7491392344236374,-2.675022065639496,1.766135796904564
37,1.0,4.5117135643959045,-0.00017145718447864056,-0.5730944946408272,-6.269623100757599,-0.5212856605648994,-1.7500003576278687,-2.6767540872097015,1.769503265619278
38,1.0,4.512649178504944,-0.00576294562779367,-0.5716436803340912,-6.27946925163269,-0.5200525969266891,-1.7511866390705109,-2.678288996219635,1.7732512652873993
39,1.0,4.515286028385162,-0.019055126700550318,-0.5693328827619553,-6.304576396942139,-0.5162903070449829,-1.7539527714252472,-2.6817108392715454,1.782184511423111
