,0,1,2,3,4,5,6,7,8
0,1.0,0.9272094592452049,0.011728606536053121,0.004660607373807579,2.3207272533909418e-05,0.006028927396982908,0.0019237203377997503,0.0007511860967497341,0.04767425963655114
1,1.0,0.9154223203659058,0.022489928640425205,0.004826918127946556,4.98331955895992e-05,0.00798612437210977,0.002851179480785504,0.0010082778680953197,0.04536544159054756
2,1.0,0.9768408834934235,0.01279787125531584,0.0019268618925707415,1.3841775057699124e-05,0.0012402062420733273,0.0007730507932137698,0.000658371667668689,0.005748958035837859
3,1.0,0.9698956906795502,0.020647048484534025,0.002008077673963271,1.822963508857356e-05,0.0009006514083012007,0.0009005643078126013,0.0008746606326894835,0.004755086498335004
4,1.0,0.9623191729187965,0.02743658982217312,0.00195960741257295,2.496247157068865e-05,0.0011360190837876871,0.0011353376175975427,0.0009948706356226467,0.004993450711481273
5,1.0,0.9725223928689957,0.01716969534754753,0.002104348997818306,1.644306303205667e-05,0.0011444351403042674,0.0008522100033587776,0.0007512482334277593,0.005439229018520564
6,1.0,0.9751406461000443,0.014467880711890757,0.0020258917938917875,1.4884099755363422e-05,0.0011892813927261159,0.0008029160890146159,0.0006961294275242835,0.005662374896928668
7,1.0,0.9201807156205177,0.01254315476398915,0.005065286066383123,2.4926241167122498e-05,0.006455934257246554,0.002041838743025437,0.0008279079193016514,0.05286023113876581
8,1.0,0.9716368764638901,0.016816043760627508,0.002077226963592693,1.8262214098285767e-05,0.0014085705479374155,0.0009350679101771675,0.0007407585653709248,0.006367200752720237
9,1.0,0.9713190123438835,0.015020792139694095,0.0018948873184854165,2.1774060314783128e-05,0.001803422172088176,0.0010537006019148976,0.0007400197791866958,0.00814641104079783
10,1.0,0.9763719886541367,0.009008700144477189,0.0017618311976548284,1.3205847722019826e-05,0.00200009677791968,0.0008700817488715984,0.0005272348498692736,0.009446847601793706
11,1.0,0.97320506721735,0.01003524474799633,0.0021065803593955934,1.5141099424909044e-05,0.0021330620511434972,0.0009436449254280888,0.000587456117500551,0.010973842348903418
12,1.0,0.9732517525553703,0.00998562725726515,0.0020203408785164356,1.572066912558512e-05,0.0022068415710236877,0.0009505818379693665,0.0005924344222876243,0.010976700927130878
13,1.0,0.9751218631863594,0.00931529386434704,0.0019069864210905507,1.4544836176355602e-05,0.001991603581700474,0.0008764557496760972,0.0005744709560531192,0.0101987742818892
14,1.0,0.9746391922235489,0.009908352396450937,0.0018892955704359338,1.547140948332526e-05,0.002137211646186188,0.000935345990001224,0.000565500304219313,0.009909636923111975
15,1.0,0.9825808331370354,0.012063913978636265,0.0010946297625196166,1.0498728897800902e-05,0.0004659243058995344,0.0005502688945853151,0.0007052120417938568,0.002528745142626576
16,1.0,0.9857277721166611,0.009497493505477905,0.0010210492109763436,6.596748676201969e-06,0.0003594372719817329,0.00042752719673444517,0.0006873770471429452,0.002272746292874217
17,1.0,0.9831710830330849,0.01119497255422175,0.0011507483577588573,8.425578926107846e-06,0.0004265007773938123,0.0004893655750493053,0.0007438213069690391,0.002815077838022262
18,1.0,0.9848099201917648,0.009452717145904899,0.0011146094184368849,7.976222264005628e-06,0.000475837747217156,0.0004916818761557806,0.0006637036931351759,0.0029835840687155724
19,1.0,0.9369773864746094,0.053211198188364506,0.0014638290012953803,9.031718855112558e-05,0.0012278690846869722,0.001759892504196614,0.0013874602736905217,0.0038820950139779598
20,1.0,0.9854192286729813,0.009756026905961335,0.0010401958279544488,6.574055589680938e-06,0.0003667031924123876,0.0004271359139238484,0.0006696827331325039,0.0023144179867813364
21,1.0,0.9775199890136719,0.016061809845268726,0.0011408541322452947,1.9882162177964346e-05,0.000687608597218059,0.0007746568662696518,0.0007753555473755114,0.003019829251570627
22,1.0,0.9853191003203392,0.009596778079867363,0.0010733237941167317,7.988604977526848e-06,0.0004360121747595258,0.00047600997640984133,0.0006299893721006811,0.0024607676750747487
23,1.0,0.9813136011362076,0.012980072875507176,0.0011073366913478822,1.5101852568477625e-05,0.0005850175111845601,0.0006596709354198538,0.0006949169692234136,0.00264431576943025
24,1.0,0.9860955253243446,0.008956535602919757,0.0010864429132197984,7.947736719415843e-06,0.0004330160154495388,0.0004672249415307306,0.0006047816277714446,0.002348493246245198
25,1.0,0.9810555204749107,0.013590395567007363,0.0011371302971383557,1.3491342542693019e-05,0.000503444407513598,0.0006161555502330884,0.0007317814306588843,0.0023520611284766346
26,1.0,0.9871809110045433,0.008206871105358005,0.0011270021204836667,6.36111423091279e-06,0.000374431285308674,0.0004098011959285941,0.0005582936646533199,0.0021363204577937722
27,1.0,0.9861760959029198,0.008794896653853357,0.0011721439950633794,7.1353790076500445e-06,0.00043395966713433154,0.00044620285189012066,0.0005682718401658349,0.0024012998037505895
28,1.0,0.9735258594155312,0.019282138673588634,0.0013535603502532467,3.1327322403740254e-05,0.0008423055987805128,0.0009557930170558393,0.0008048242088989355,0.0032041822851169854
29,1.0,0.955722264945507,0.03539696615189314,0.001558581439894624,5.8799870657821884e-05,0.0011484927381388843,0.0013970099244033918,0.0010647337621776387,0.0036531294463202357
30,1.0,0.9847502410411835,0.010203994926996529,0.0012365712464088574,8.653788484025426e-06,0.0004333402575866785,0.000485131073219236,0.0006009127901052125,0.0022811764356447384
31,1.0,0.9855690971016884,0.009167736629024148,0.0012959775776835158,7.780384066791157e-06,0.0004603929592121858,0.0004769100960402284,0.0005465639551403001,0.00247552027576603
32,1.0,0.98335250467062,0.010457619791850448,0.0013544727698899806,9.937373761204071e-06,0.0006153784997877665,0.0005634135959553532,0.0005867636646144092,0.00305990973720327
33,1.0,0.9875210002064705,0.007284861407242715,0.0014170968061080202,5.746772046677506e-06,0.0004219499314785935,0.00041018684351001866,0.00047728691060910933,0.0024619027535663918
34,1.0,0.9854813292622566,0.00963994418270886,0.0012692693708231673,6.575284373866452e-06,0.0004013540892628953,0.0004433001085999422,0.0005678374000126496,0.0021904241293668747
35,1.0,0.9862473905086517,0.0080634206533432,0.0014040017267689109,7.062851921091351e-06,0.0005078817848698236,0.0004677977012761403,0.0005126334581291303,0.0027898263360839337
36,1.0,0.9732274040579796,0.019809900783002377,0.0015751915634609759,2.3814171754565905e-05,0.0007625552534591407,0.0008713407296454534,0.0007684654556214809,0.0029613124788738787
37,1.0,0.9859637320041656,0.008509983075782657,0.0014575649256585166,8.621025074262434e-06,0.0005047528429713566,0.0004955739204888232,0.0005123596638441086,0.002547422787756659
38,1.0,0.9841103777289391,0.00942480401135981,0.0016719151026336476,1.0252479683003912e-05,0.0006397694451152347,0.00056501535436837,0.000512700222316198,0.0030651608540210873
39,1.0,0.980731837451458,0.01340610592160374,0.0013619162637041882,1.4044961631043407e-05,0.0005934041619184427,0.0006417205004254356,0.0006254026375245303,0.0026255966222379357
40,1.0,0.975275307893753,0.019153186352923512,0.0014683059271192178,1.5399007793348574e-05,0.0004800519272976089,0.0006596843304578215,0.0007294574679690413,0.002218567649833858
41,1.0,0.9871058687567711,0.00803725520381704,0.0013678381365025416,6.416204996639863e-06,0.00038759978269808926,0.0004161190918239299,0.0005048427483416162,0.002174053166527301
42,1.0,0.09165714308619499,0.8881048634648323,0.002131678760633804,0.0030618601012974977,0.0015751396131236106,0.007317504030652344,0.0024478590639773756,0.0037039576563984156
43,1.0,0.06009046547114849,0.9327961653470993,0.0008320617125718854,0.0006231441220734268,0.00017086300067603588,0.0016815990675240755,0.0031221182725857943,0.0006836164466221817
44,1.0,0.0638681803829968,0.9272904694080353,0.0014497625961666927,0.0010770691733341664,0.0002793976746033877,0.0024019806005526334,0.00268440053332597,0.0009487390707363375
45,1.0,0.06418290128931403,0.923648402094841,0.0016943743539741263,0.001455190300475806,0.0006634780365857296,0.004278006061213091,0.0020944522984791547,0.001983207475859672
46,1.0,0.05702779535204172,0.9336571246385574,0.0009922833705786616,0.0013043396611465141,0.0003197054520569509,0.002890414500143379,0.0028728842735290527,0.0009354672583867796
47,1.0,0.058718168176710606,0.9253375679254532,0.0013402176555246115,0.002449177933158353,0.001194869473692961,0.0064349439344368875,0.0018756616045720875,0.0026493614132050425
48,1.0,0.07418547477573156,0.9066097438335419,0.001893365682917647,0.0026535279175732285,0.0016051814454840496,0.007231858733575791,0.001972212950931862,0.003848639753414318
49,1.0,0.0551274991594255,0.9221631959080696,0.0014097042294451967,0.003950944228563458,0.0020767935347976163,0.009881086181849241,0.0016520680364919826,0.003738736850209534
50,1.0,0.053899010643363,0.9279904812574387,0.0009448599375900812,0.0035966445866506547,0.0014493206981569529,0.007487095601391047,0.001827269559726119,0.0028053406858816743
51,1.0,0.04940851964056492,0.9409820586442947,0.0008655577257741243,0.0018972016841871664,0.0002599620711407624,0.0026414993626531214,0.003174579906044528,0.0007706566757406108
52,1.0,0.06548544764518738,0.9285008981823921,0.0008616439445177093,0.00045855266580474563,0.00011812800312327454,0.001343317053397186,0.002777095651254058,0.00045488607429433614
53,1.0,0.07540198974311352,0.9186364263296127,0.000890476891072467,0.0003565936167433392,0.00010198507607128704,0.001192858282593079,0.003009376348927617,0.00041031338332686573
54,1.0,0.05859349435195327,0.9345909729599953,0.0008221944663091563,0.0005009677297493909,0.00010916530300164595,0.0011508130410220474,0.003748886985704303,0.00048353068632422946
55,1.0,0.06248452700674534,0.9290224015712738,0.000886874709976837,0.0012362690031295642,0.00023322515335166827,0.0022895554138813168,0.0031022086914163083,0.00074494477303233
56,1.0,0.08109163213521242,0.9068072289228439,0.0013298261037562042,0.0024769942392595112,0.00040182151860790327,0.003754138626391068,0.0031592732993885875,0.0009790847907424904
57,1.0,0.059230619110167027,0.9333469197154045,0.0007606442813994363,0.0008384559987462126,0.00014796301002206746,0.0016139425715664402,0.0035051791346631944,0.0005562642181757838
58,1.0,0.06237905053421855,0.9298031330108643,0.0011264119384577498,0.0008488849489367567,0.00015161862575041596,0.0015723004325991496,0.003497038531349972,0.0006215991961653344
59,1.0,0.033204285660758615,0.9130124971270561,0.0027451007917989045,0.0012051937665091828,0.001588738799910061,0.02415452618151903,0.022631677333265543,0.0014579740964109078
60,1.0,0.07550161052495241,0.9180101379752159,0.0012147224915679544,0.0005508274116436951,0.0001232827671628911,0.0014293262065621093,0.002767834404949099,0.0004022640277980827
61,1.0,0.058703296817839146,0.9345949739217758,0.0008195225163944997,0.00052065296767978,0.00013048646724200808,0.0013859475002391264,0.003285061538917944,0.0005600663280347362
62,1.0,0.9759734272956848,0.013012490351684391,0.0018068159697577357,1.297061828609003e-05,0.0010943579982267693,0.0008072023119893856,0.0007487122566089965,0.006543999945279211
63,1.0,0.9248771667480469,0.010566495126113296,0.005425263021606952,1.4218893056749948e-05,0.00933568854816258,0.0034282092237845063,0.005582583486102521,0.040770428255200386
64,1.0,0.9718302190303802,0.01390005077701062,0.001971683101146482,1.4407440517061332e-05,0.0015014693344710395,0.0009986903169192374,0.0013490845740307122,0.0084344029892236
65,1.0,0.9643559753894806,0.008126951288431883,0.0028002742619719356,1.2377797247609124e-05,0.00276364479213953,0.001060979746398516,0.0006440346551244147,0.020235784584656358
